APMC,Commodity,combination_label,Year_Month,Year,modal_price,quarter,deseasonalise_price
Kurdwadi,Sorgum(Jawar),Kurdwadi:Sorgum(Jawar),2014-09-01,2014,1981.0,3,1958.7616149064468
Kurdwadi,Sorgum(Jawar),Kurdwadi:Sorgum(Jawar),2014-10-01,2014,1779.0,4,1777.6332683199128
Kurdwadi,Sorgum(Jawar),Kurdwadi:Sorgum(Jawar),2014-11-01,2014,1973.0,4,1971.484226191786
Kurdwadi,Sorgum(Jawar),Kurdwadi:Sorgum(Jawar),2014-12-01,2014,1861.0,4,1859.5702711317356
Kurdwadi,Sorgum(Jawar),Kurdwadi:Sorgum(Jawar),2015-01-01,2015,1840.0,1,1856.0498959382871
Kurdwadi,Sorgum(Jawar),Kurdwadi:Sorgum(Jawar),2015-02-01,2015,1660.0,1,1674.479797422585
Kurdwadi,Sorgum(Jawar),Kurdwadi:Sorgum(Jawar),2015-03-01,2015,1680.0,1,1694.6542528132188
Kurdwadi,Sorgum(Jawar),Kurdwadi:Sorgum(Jawar),2015-04-01,2015,1589.0,2,1594.0228325543865
Kurdwadi,Sorgum(Jawar),Kurdwadi:Sorgum(Jawar),2015-05-01,2015,1426.0,2,1430.5075891897766
Kurdwadi,Sorgum(Jawar),Kurdwadi:Sorgum(Jawar),2015-06-01,2015,1441.0,2,1445.5550042233297
Kurdwadi,Sorgum(Jawar),Kurdwadi:Sorgum(Jawar),2015-07-01,2015,1432.0,3,1415.924599972757
Kurdwadi,Sorgum(Jawar),Kurdwadi:Sorgum(Jawar),2015-08-01,2015,1756.0,3,1736.2874284582133
Kurdwadi,Sorgum(Jawar),Kurdwadi:Sorgum(Jawar),2015-09-01,2015,1721.0,3,1701.680332788488
Kurdwadi,Sorgum(Jawar),Kurdwadi:Sorgum(Jawar),2015-10-01,2015,1502.0,4,1500.8460758946087
Kurdwadi,Sorgum(Jawar),Kurdwadi:Sorgum(Jawar),2015-11-01,2015,2087.0,4,2085.396644735052
Kurdwadi,Sorgum(Jawar),Kurdwadi:Sorgum(Jawar),2015-12-01,2015,1905.0,4,1903.5364677624698
Kurdwadi,Sorgum(Jawar),Kurdwadi:Sorgum(Jawar),2016-01-01,2016,1751.0,1,1766.273569449968
Kurdwadi,Sorgum(Jawar),Kurdwadi:Sorgum(Jawar),2016-02-01,2016,1836.0,1,1852.0150048601604
Kurdwadi,Sorgum(Jawar),Kurdwadi:Sorgum(Jawar),2016-03-01,2016,1902.0,1,1918.5907076492513
Kurdwadi,Sorgum(Jawar),Kurdwadi:Sorgum(Jawar),2016-04-01,2016,1933.0,2,1939.1102173238696
Kurdwadi,Sorgum(Jawar),Kurdwadi:Sorgum(Jawar),2016-05-01,2016,1981.0,2,1987.2619454312394
Kurdwadi,Sorgum(Jawar),Kurdwadi:Sorgum(Jawar),2016-06-01,2016,2135.0,2,2141.7487397757172
Kurdwadi,Sorgum(Jawar),Kurdwadi:Sorgum(Jawar),2016-07-01,2016,2029.0,3,2006.2227746820697
Kurdwadi,Sorgum(Jawar),Kurdwadi:Sorgum(Jawar),2016-08-01,2016,1920.0,3,1898.4463910249256
Kurdwadi,Sorgum(Jawar),Kurdwadi:Sorgum(Jawar),2016-09-01,2016,2050.0,3,2026.987032083905
Kurdwadi,Sorgum(Jawar),Kurdwadi:Sorgum(Jawar),2016-10-01,2016,1998.0,4,1996.465019731976
Kurdwadi,Wheat(Husked),Kurdwadi:Wheat(Husked),2014-09-01,2014,1399.0,3,1390.9
Kurdwadi,Wheat(Husked),Kurdwadi:Wheat(Husked),2014-10-01,2014,1436.0,4,1424.142857142857
Kurdwadi,Wheat(Husked),Kurdwadi:Wheat(Husked),2014-11-01,2014,1525.0,4,1513.142857142857
Kurdwadi,Wheat(Husked),Kurdwadi:Wheat(Husked),2014-12-01,2014,1630.0,4,1618.142857142857
Kurdwadi,Wheat(Husked),Kurdwadi:Wheat(Husked),2015-01-01,2015,1592.0,1,1542.0
Kurdwadi,Wheat(Husked),Kurdwadi:Wheat(Husked),2015-02-01,2015,1662.0,1,1612.0
Kurdwadi,Wheat(Husked),Kurdwadi:Wheat(Husked),2015-03-01,2015,1745.0,1,1695.0
Kurdwadi,Wheat(Husked),Kurdwadi:Wheat(Husked),2015-04-01,2015,1636.0,2,1697.0
Kurdwadi,Wheat(Husked),Kurdwadi:Wheat(Husked),2015-05-01,2015,1580.0,2,1641.0
Kurdwadi,Wheat(Husked),Kurdwadi:Wheat(Husked),2015-06-01,2015,1560.0,2,1621.0
Kurdwadi,Wheat(Husked),Kurdwadi:Wheat(Husked),2015-07-01,2015,1603.0,3,1594.9
Kurdwadi,Wheat(Husked),Kurdwadi:Wheat(Husked),2015-08-01,2015,1746.0,3,1737.9
Kurdwadi,Wheat(Husked),Kurdwadi:Wheat(Husked),2015-09-01,2015,1867.0,3,1858.9
Kurdwadi,Wheat(Husked),Kurdwadi:Wheat(Husked),2015-10-01,2015,1826.0,4,1814.142857142857
Kurdwadi,Wheat(Husked),Kurdwadi:Wheat(Husked),2015-11-01,2015,2029.0,4,2017.142857142857
Kurdwadi,Wheat(Husked),Kurdwadi:Wheat(Husked),2015-12-01,2015,1707.0,4,1695.142857142857
Kurdwadi,Wheat(Husked),Kurdwadi:Wheat(Husked),2016-01-01,2016,1921.0,1,1871.0
Kurdwadi,Wheat(Husked),Kurdwadi:Wheat(Husked),2016-02-01,2016,2111.0,1,2061.0
Kurdwadi,Wheat(Husked),Kurdwadi:Wheat(Husked),2016-03-01,2016,2192.0,1,2142.0
Kurdwadi,Wheat(Husked),Kurdwadi:Wheat(Husked),2016-04-01,2016,1889.0,2,1950.0
Kurdwadi,Wheat(Husked),Kurdwadi:Wheat(Husked),2016-08-01,2016,1801.0,3,1792.9
Kurdwadi,Wheat(Husked),Kurdwadi:Wheat(Husked),2016-09-01,2016,1663.0,3,1654.9
Kurdwadi,Wheat(Husked),Kurdwadi:Wheat(Husked),2016-10-01,2016,1758.0,4,1746.142857142857
Kurdwadi,Maize,Kurdwadi:Maize,2014-09-01,2014,1326.0,3,1318.8333333333333
Kurdwadi,Maize,Kurdwadi:Maize,2014-10-01,2014,1319.0,4,1355.0714285714287
Kurdwadi,Maize,Kurdwadi:Maize,2014-11-01,2014,1268.0,4,1304.0714285714287
Kurdwadi,Maize,Kurdwadi:Maize,2014-12-01,2014,1162.0,4,1198.0714285714287
Kurdwadi,Maize,Kurdwadi:Maize,2015-01-01,2015,1197.0,1,1203.0
Kurdwadi,Maize,Kurdwadi:Maize,2015-02-01,2015,1167.0,1,1173.0
Kurdwadi,Maize,Kurdwadi:Maize,2015-03-01,2015,1226.0,1,1232.0
Kurdwadi,Maize,Kurdwadi:Maize,2015-04-01,2015,1242.0,2,1204.0
Kurdwadi,Maize,Kurdwadi:Maize,2015-05-01,2015,1292.0,2,1254.0
Kurdwadi,Maize,Kurdwadi:Maize,2015-06-01,2015,1272.0,2,1234.0
Kurdwadi,Maize,Kurdwadi:Maize,2015-07-01,2015,1432.0,3,1424.8333333333333
Kurdwadi,Maize,Kurdwadi:Maize,2015-08-01,2015,1513.0,3,1505.8333333333333
Kurdwadi,Maize,Kurdwadi:Maize,2015-09-01,2015,1604.0,3,1596.8333333333333
Kurdwadi,Maize,Kurdwadi:Maize,2015-10-01,2015,1380.0,4,1416.0714285714287
Kurdwadi,Maize,Kurdwadi:Maize,2015-11-01,2015,1521.0,4,1557.0714285714287
Kurdwadi,Maize,Kurdwadi:Maize,2015-12-01,2015,1565.0,4,1601.0714285714287
Kurdwadi,Maize,Kurdwadi:Maize,2016-01-01,2016,1483.0,1,1489.0
Kurdwadi,Maize,Kurdwadi:Maize,2016-02-01,2016,1414.0,1,1420.0
Kurdwadi,Maize,Kurdwadi:Maize,2016-03-01,2016,1429.0,1,1435.0
Kurdwadi,Maize,Kurdwadi:Maize,2016-04-01,2016,1459.0,2,1421.0
Kurdwadi,Maize,Kurdwadi:Maize,2016-05-01,2016,1557.0,2,1519.0
Kurdwadi,Maize,Kurdwadi:Maize,2016-06-01,2016,1839.0,2,1801.0
Kurdwadi,Maize,Kurdwadi:Maize,2016-07-01,2016,1775.0,3,1767.8333333333333
Kurdwadi,Maize,Kurdwadi:Maize,2016-08-01,2016,1709.0,3,1701.8333333333333
Kurdwadi,Maize,Kurdwadi:Maize,2016-09-01,2016,1593.0,3,1585.8333333333333
Kurdwadi,Maize,Kurdwadi:Maize,2016-10-01,2016,1291.0,4,1327.0714285714287
Kurdwadi,Gram,Kurdwadi:Gram,2014-09-01,2014,2610.0,3,2620.4
Kurdwadi,Gram,Kurdwadi:Gram,2014-10-01,2014,2255.0,4,2204.4285714285716
Kurdwadi,Gram,Kurdwadi:Gram,2014-11-01,2014,2505.0,4,2454.4285714285716
Kurdwadi,Gram,Kurdwadi:Gram,2014-12-01,2014,2225.0,4,2174.4285714285716
Kurdwadi,Gram,Kurdwadi:Gram,2015-01-01,2015,2744.0,1,2618.5833333333335
Kurdwadi,Gram,Kurdwadi:Gram,2015-02-01,2015,2570.0,1,2444.5833333333335
Kurdwadi,Gram,Kurdwadi:Gram,2015-03-01,2015,3295.0,1,3169.5833333333335
Kurdwadi,Gram,Kurdwadi:Gram,2015-04-01,2015,3377.0,2,3244.4166666666665
Kurdwadi,Gram,Kurdwadi:Gram,2015-05-01,2015,3667.0,2,3534.4166666666665
Kurdwadi,Gram,Kurdwadi:Gram,2015-06-01,2015,3740.0,2,3607.4166666666665
Kurdwadi,Gram,Kurdwadi:Gram,2015-07-01,2015,4262.0,3,4272.4
Kurdwadi,Gram,Kurdwadi:Gram,2015-08-01,2015,3584.0,3,3594.4
Kurdwadi,Gram,Kurdwadi:Gram,2015-09-01,2015,4213.0,3,4223.4
Kurdwadi,Gram,Kurdwadi:Gram,2015-10-01,2015,4274.0,4,4223.428571428572
Kurdwadi,Gram,Kurdwadi:Gram,2015-11-01,2015,4501.0,4,4450.428571428572
Kurdwadi,Gram,Kurdwadi:Gram,2015-12-01,2015,3613.0,4,3562.4285714285716
Kurdwadi,Gram,Kurdwadi:Gram,2016-01-01,2016,3604.0,1,3478.5833333333335
Kurdwadi,Gram,Kurdwadi:Gram,2016-02-01,2016,3973.0,1,3847.5833333333335
Kurdwadi,Gram,Kurdwadi:Gram,2016-03-01,2016,4048.0,1,3922.5833333333335
Kurdwadi,Gram,Kurdwadi:Gram,2016-04-01,2016,4572.0,2,4439.416666666667
Kurdwadi,Gram,Kurdwadi:Gram,2016-05-01,2016,5051.0,2,4918.416666666667
Kurdwadi,Gram,Kurdwadi:Gram,2016-06-01,2016,5194.0,2,5061.416666666667
Kurdwadi,Gram,Kurdwadi:Gram,2016-07-01,2016,6310.0,3,6320.4
Kurdwadi,Gram,Kurdwadi:Gram,2016-09-01,2016,4617.0,3,4627.4
Kurdwadi,Gram,Kurdwadi:Gram,2016-10-01,2016,6310.0,4,6259.428571428572
Satara,Ladies Finger,Satara:Ladies Finger,2014-09-01,2014,2848.0,3,3229.291207263311
Satara,Ladies Finger,Satara:Ladies Finger,2014-10-01,2014,1892.0,4,1697.7717710909167
Satara,Ladies Finger,Satara:Ladies Finger,2014-11-01,2014,3396.0,4,3047.3747011758737
Satara,Ladies Finger,Satara:Ladies Finger,2014-12-01,2014,3630.0,4,3257.3528166279216
Satara,Ladies Finger,Satara:Ladies Finger,2015-01-01,2015,4060.0,1,4104.508648103271
Satara,Ladies Finger,Satara:Ladies Finger,2015-02-01,2015,3815.0,1,3856.822781407384
Satara,Ladies Finger,Satara:Ladies Finger,2015-03-01,2015,3528.0,1,3566.6764804207737
Satara,Ladies Finger,Satara:Ladies Finger,2015-04-01,2015,2143.0,2,2185.2430307570094
Satara,Ladies Finger,Satara:Ladies Finger,2015-05-01,2015,2046.0,2,2086.3309570363235
Satara,Ladies Finger,Satara:Ladies Finger,2015-06-01,2015,2140.0,2,2182.1838944563697
Satara,Ladies Finger,Satara:Ladies Finger,2015-07-01,2015,1477.0,3,1674.741261631991
Satara,Ladies Finger,Satara:Ladies Finger,2015-08-01,2015,1596.0,3,1809.6730220478387
Satara,Ladies Finger,Satara:Ladies Finger,2015-09-01,2015,1418.0,3,1607.8423215938817
Satara,Ladies Finger,Satara:Ladies Finger,2015-10-01,2015,2188.0,4,1963.38511371402
Satara,Ladies Finger,Satara:Ladies Finger,2015-11-01,2015,3228.0,4,2896.621182389788
Satara,Ladies Finger,Satara:Ladies Finger,2015-12-01,2015,3344.0,4,3000.7128977420853
Satara,Ladies Finger,Satara:Ladies Finger,2016-01-01,2016,3500.0,1,3538.3695242269578
Satara,Ladies Finger,Satara:Ladies Finger,2016-02-01,2016,2583.0,1,2611.316708879495
Satara,Ladies Finger,Satara:Ladies Finger,2016-03-01,2016,3015.0,1,3048.0526044412222
Satara,Ladies Finger,Satara:Ladies Finger,2016-04-01,2016,2770.0,2,2824.602517590721
Satara,Ladies Finger,Satara:Ladies Finger,2016-05-01,2016,2914.0,2,2971.4410600214305
Satara,Ladies Finger,Satara:Ladies Finger,2016-06-01,2016,3910.0,2,3987.074311833834
Satara,Ladies Finger,Satara:Ladies Finger,2016-07-01,2016,3378.0,3,3830.247787266666
Satara,Ladies Finger,Satara:Ladies Finger,2016-08-01,2016,1832.0,3,2077.268782200276
Satara,Ladies Finger,Satara:Ladies Finger,2016-09-01,2016,1396.0,3,1582.8969541220442
Satara,Ladies Finger,Satara:Ladies Finger,2016-10-01,2016,2385.0,4,2140.16156133818
Satara,Potato,Satara:Potato,2014-09-01,2014,2331.0,3,2378.23074446016
Satara,Potato,Satara:Potato,2014-10-01,2014,2317.0,4,2323.688563394639
Satara,Potato,Satara:Potato,2014-11-01,2014,2433.0,4,2440.0234245745173
Satara,Potato,Satara:Potato,2014-12-01,2014,2144.0,4,2150.1891583591305
Satara,Potato,Satara:Potato,2015-01-01,2015,1363.0,1,1459.2031673484748
Satara,Potato,Satara:Potato,2015-02-01,2015,1045.0,1,1118.7581143647515
Satara,Potato,Satara:Potato,2015-03-01,2015,883.0,1,945.3238420900244
Satara,Potato,Satara:Potato,2015-04-01,2015,706.0,2,685.7034740850943
Satara,Potato,Satara:Potato,2015-05-01,2015,789.0,2,766.3173386021805
Satara,Potato,Satara:Potato,2015-06-01,2015,894.0,2,868.2987334731931
Satara,Potato,Satara:Potato,2015-07-01,2015,822.0,3,838.6553719203139
Satara,Potato,Satara:Potato,2015-08-01,2015,794.0,3,810.0880356505222
Satara,Potato,Satara:Potato,2015-09-01,2015,856.0,3,873.3442802479182
Satara,Potato,Satara:Potato,2015-10-01,2015,794.0,4,796.292067041581
Satara,Potato,Satara:Potato,2015-11-01,2015,888.0,4,890.5634200666549
Satara,Potato,Satara:Potato,2015-12-01,2015,1019.0,4,1021.9415822611727
Satara,Potato,Satara:Potato,2016-01-01,2016,1044.0,1,1117.6875324371297
Satara,Potato,Satara:Potato,2016-02-01,2016,1106.0,1,1184.0636119496794
Satara,Potato,Satara:Potato,2016-03-01,2016,1111.0,1,1189.4165215877883
Satara,Potato,Satara:Potato,2016-04-01,2016,2136.0,2,2074.592947090314
Satara,Potato,Satara:Potato,2016-05-01,2016,1506.0,2,1462.704577864238
Satara,Potato,Satara:Potato,2016-06-01,2016,1594.0,2,1548.1746992799438
Satara,Potato,Satara:Potato,2016-07-01,2016,1794.0,3,1830.3500452859405
Satara,Potato,Satara:Potato,2016-08-01,2016,1575.0,3,1606.912665175784
Satara,Potato,Satara:Potato,2016-09-01,2016,1311.0,3,1337.5634946320336
Satara,Potato,Satara:Potato,2016-10-01,2016,1150.0,4,1153.3197444556904
Satara,Ginger (Fresh),Satara:Ginger (Fresh),2014-09-01,2014,4125.0,3,4477.771318010335
Satara,Ginger (Fresh),Satara:Ginger (Fresh),2014-10-01,2014,3919.0,4,4035.8576614184517
Satara,Ginger (Fresh),Satara:Ginger (Fresh),2014-11-01,2014,3075.0,4,3166.691071411518
Satara,Ginger (Fresh),Satara:Ginger (Fresh),2014-12-01,2014,2993.0,4,3082.2459761738774
Satara,Ginger (Fresh),Satara:Ginger (Fresh),2015-01-01,2015,2550.0,1,2584.535659454081
Satara,Ginger (Fresh),Satara:Ginger (Fresh),2015-02-01,2015,2388.0,1,2420.3416293240566
Satara,Ginger (Fresh),Satara:Ginger (Fresh),2015-03-01,2015,2933.0,1,2972.722780070125
Satara,Ginger (Fresh),Satara:Ginger (Fresh),2015-04-01,2015,2729.0,2,2655.137820939634
Satara,Ginger (Fresh),Satara:Ginger (Fresh),2015-05-01,2015,2863.0,2,2785.5110228472595
Satara,Ginger (Fresh),Satara:Ginger (Fresh),2015-06-01,2015,3694.0,2,3594.0194615430587
Satara,Ginger (Fresh),Satara:Ginger (Fresh),2015-07-01,2015,3106.0,3,3371.626112421842
Satara,Ginger (Fresh),Satara:Ginger (Fresh),2015-08-01,2015,2871.0,3,3116.5288373351927
Satara,Ginger (Fresh),Satara:Ginger (Fresh),2015-09-01,2015,2325.0,3,2523.8347428785523
Satara,Ginger (Fresh),Satara:Ginger (Fresh),2015-10-01,2015,2363.0,4,2433.4604883724933
Satara,Ginger (Fresh),Satara:Ginger (Fresh),2015-11-01,2015,2338.0,4,2407.715032507359
Satara,Ginger (Fresh),Satara:Ginger (Fresh),2015-12-01,2015,2307.0,4,2375.7906672345925
Satara,Ginger (Fresh),Satara:Ginger (Fresh),2016-01-01,2016,2122.0,1,2150.7390860241408
Satara,Ginger (Fresh),Satara:Ginger (Fresh),2016-02-01,2016,2119.0,1,2147.698455836548
Satara,Ginger (Fresh),Satara:Ginger (Fresh),2016-03-01,2016,2006.0,1,2033.1680521038768
Satara,Ginger (Fresh),Satara:Ginger (Fresh),2016-04-01,2016,1925.0,2,1872.8986094938787
Satara,Ginger (Fresh),Satara:Ginger (Fresh),2016-05-01,2016,1664.0,2,1618.9627460767865
Satara,Ginger (Fresh),Satara:Ginger (Fresh),2016-06-01,2016,2231.0,2,2170.6165183277108
Satara,Ginger (Fresh),Satara:Ginger (Fresh),2016-07-01,2016,2014.0,3,2186.237923508561
Satara,Ginger (Fresh),Satara:Ginger (Fresh),2016-08-01,2016,1481.0,3,1607.6555932056497
Satara,Ginger (Fresh),Satara:Ginger (Fresh),2016-09-01,2016,1372.0,3,1489.333878378225
Satara,Ginger (Fresh),Satara:Ginger (Fresh),2016-10-01,2016,1269.0,4,1306.8393397142167
Satara,Bottle Gourd,Satara:Bottle Gourd,2014-09-01,2014,1192.0,3,1265.3589380196445
Satara,Bottle Gourd,Satara:Bottle Gourd,2014-10-01,2014,753.0,4,699.1872879417831
Satara,Bottle Gourd,Satara:Bottle Gourd,2014-11-01,2014,1004.0,4,932.2497172557108
Satara,Bottle Gourd,Satara:Bottle Gourd,2014-12-01,2014,892.0,4,828.2537328606514
Satara,Bottle Gourd,Satara:Bottle Gourd,2015-01-01,2015,725.0,1,769.0384377910394
Satara,Bottle Gourd,Satara:Bottle Gourd,2015-02-01,2015,776.0,1,823.136314104616
Satara,Bottle Gourd,Satara:Bottle Gourd,2015-03-01,2015,640.0,1,678.8753106017451
Satara,Bottle Gourd,Satara:Bottle Gourd,2015-04-01,2015,898.0,2,887.1511406397693
Satara,Bottle Gourd,Satara:Bottle Gourd,2015-05-01,2015,909.0,2,898.0182481531741
Satara,Bottle Gourd,Satara:Bottle Gourd,2015-06-01,2015,770.0,2,760.6975259383323
Satara,Bottle Gourd,Satara:Bottle Gourd,2015-07-01,2015,917.0,3,973.4346863792065
Satara,Bottle Gourd,Satara:Bottle Gourd,2015-08-01,2015,715.0,3,759.0030542651392
Satara,Bottle Gourd,Satara:Bottle Gourd,2015-09-01,2015,692.0,3,734.5875714006662
Satara,Bottle Gourd,Satara:Bottle Gourd,2015-10-01,2015,1081.0,4,1003.7469565273142
Satara,Bottle Gourd,Satara:Bottle Gourd,2015-11-01,2015,1000.0,4,928.5355749558873
Satara,Bottle Gourd,Satara:Bottle Gourd,2015-12-01,2015,1492.0,4,1385.375077834184
Satara,Bottle Gourd,Satara:Bottle Gourd,2016-01-01,2016,1092.0,1,1158.3309987142277
Satara,Bottle Gourd,Satara:Bottle Gourd,2016-02-01,2016,714.0,1,757.3702683900719
Satara,Bottle Gourd,Satara:Bottle Gourd,2016-03-01,2016,1040.0,1,1103.1723797278357
Satara,Bottle Gourd,Satara:Bottle Gourd,2016-04-01,2016,1250.0,2,1234.8985810687211
Satara,Bottle Gourd,Satara:Bottle Gourd,2016-05-01,2016,1185.0,2,1170.6838548531477
Satara,Bottle Gourd,Satara:Bottle Gourd,2016-06-01,2016,1004.0,2,991.8705403143969
Satara,Bottle Gourd,Satara:Bottle Gourd,2016-07-01,2016,934.0,3,991.4809128442517
Satara,Bottle Gourd,Satara:Bottle Gourd,2016-08-01,2016,700.0,3,743.0799132665699
Satara,Bottle Gourd,Satara:Bottle Gourd,2016-09-01,2016,555.0,3,589.156216947066
Satara,Bottle Gourd,Satara:Bottle Gourd,2016-10-01,2016,1037.0,4,962.8913912292552
Satara,Flower,Satara:Flower,2014-09-01,2014,1798.0,3,1993.3618602418733
Satara,Flower,Satara:Flower,2014-10-01,2014,2045.0,4,1947.1779608149875
Satara,Flower,Satara:Flower,2014-11-01,2014,1963.0,4,1869.1004093299855
Satara,Flower,Satara:Flower,2014-12-01,2014,1439.0,4,1370.1658120355828
Satara,Flower,Satara:Flower,2015-01-01,2015,1214.0,1,1317.061498797694
Satara,Flower,Satara:Flower,2015-02-01,2015,1138.0,1,1234.6095433540163
Satara,Flower,Satara:Flower,2015-03-01,2015,900.0,1,976.404735517236
Satara,Flower,Satara:Flower,2015-04-01,2015,1004.0,2,880.2728066260734
Satara,Flower,Satara:Flower,2015-05-01,2015,1820.0,2,1595.7136534456708
Satara,Flower,Satara:Flower,2015-06-01,2015,1919.0,2,1682.513462067166
Satara,Flower,Satara:Flower,2015-07-01,2015,1922.0,3,2130.835091982692
Satara,Flower,Satara:Flower,2015-08-01,2015,1640.0,3,1818.1943552817977
Satara,Flower,Satara:Flower,2015-09-01,2015,1134.0,3,1257.214877371682
Satara,Flower,Satara:Flower,2015-10-01,2015,1440.0,4,1371.117977297595
Satara,Flower,Satara:Flower,2015-11-01,2015,1832.0,4,1744.3667600063848
Satara,Flower,Satara:Flower,2015-12-01,2015,1917.0,4,1825.3008072774235
Satara,Flower,Satara:Flower,2016-01-01,2016,1731.0,1,1877.9517746448173
Satara,Flower,Satara:Flower,2016-02-01,2016,622.0,1,674.8041616574676
Satara,Flower,Satara:Flower,2016-03-01,2016,1122.0,1,1217.251236944821
Satara,Flower,Satara:Flower,2016-04-01,2016,2260.0,2,1981.4905806523166
Satara,Flower,Satara:Flower,2016-05-01,2016,2252.0,2,1974.4764547031048
Satara,Flower,Satara:Flower,2016-06-01,2016,2976.5,2,2609.693235978593
Satara,Flower,Satara:Flower,2016-07-01,2016,2286.0,3,2534.3855464476765
Satara,Flower,Satara:Flower,2016-08-01,2016,1546.0,3,1713.9807763814995
Satara,Flower,Satara:Flower,2016-09-01,2016,1537.0,3,1704.0028805293432
Satara,Flower,Satara:Flower,2016-10-01,2016,2308.0,4,2197.597424724201
Satara,Green Chilli,Satara:Green Chilli,2014-09-01,2014,2822.0,3,3336.4166666666665
Satara,Green Chilli,Satara:Green Chilli,2014-10-01,2014,2636.0,4,2625.4285714285716
Satara,Green Chilli,Satara:Green Chilli,2014-11-01,2014,2354.0,4,2343.4285714285716
Satara,Green Chilli,Satara:Green Chilli,2014-12-01,2014,1983.0,4,1972.4285714285713
Satara,Green Chilli,Satara:Green Chilli,2015-01-01,2015,2783.0,1,2441.1666666666665
Satara,Green Chilli,Satara:Green Chilli,2015-02-01,2015,3320.0,1,2978.1666666666665
Satara,Green Chilli,Satara:Green Chilli,2015-03-01,2015,3550.0,1,3208.1666666666665
Satara,Green Chilli,Satara:Green Chilli,2015-04-01,2015,4254.0,2,4241.416666666667
Satara,Green Chilli,Satara:Green Chilli,2015-05-01,2015,3124.0,2,3111.4166666666665
Satara,Green Chilli,Satara:Green Chilli,2015-06-01,2015,3269.0,2,3256.4166666666665
Satara,Green Chilli,Satara:Green Chilli,2015-07-01,2015,2573.0,3,3087.4166666666665
Satara,Green Chilli,Satara:Green Chilli,2015-08-01,2015,2454.0,3,2968.4166666666665
Satara,Green Chilli,Satara:Green Chilli,2015-09-01,2015,1452.0,3,1966.4166666666665
Satara,Green Chilli,Satara:Green Chilli,2015-10-01,2015,1487.0,4,1476.4285714285713
Satara,Green Chilli,Satara:Green Chilli,2015-11-01,2015,1385.0,4,1374.4285714285713
Satara,Green Chilli,Satara:Green Chilli,2015-12-01,2015,2600.0,4,2589.4285714285716
Satara,Green Chilli,Satara:Green Chilli,2016-01-01,2016,3876.0,1,3534.1666666666665
Satara,Green Chilli,Satara:Green Chilli,2016-02-01,2016,3798.0,1,3456.1666666666665
Satara,Green Chilli,Satara:Green Chilli,2016-03-01,2016,5135.0,1,4793.166666666667
Satara,Green Chilli,Satara:Green Chilli,2016-04-01,2016,5029.0,2,5016.416666666667
Satara,Green Chilli,Satara:Green Chilli,2016-05-01,2016,6072.75,2,6060.166666666667
Satara,Green Chilli,Satara:Green Chilli,2016-06-01,2016,5567.0,2,5554.416666666667
Satara,Green Chilli,Satara:Green Chilli,2016-07-01,2016,6060.0,3,6574.416666666667
Satara,Green Chilli,Satara:Green Chilli,2016-08-01,2016,3463.0,3,3977.4166666666665
Satara,Green Chilli,Satara:Green Chilli,2016-09-01,2016,1211.0,3,1725.4166666666665
Satara,Green Chilli,Satara:Green Chilli,2016-10-01,2016,1050.0,4,1039.4285714285713
Satara,Brinjal,Satara:Brinjal,2014-09-01,2014,1720.0,3,1877.7711863841255
Satara,Brinjal,Satara:Brinjal,2014-10-01,2014,1716.0,4,1521.5190856461206
Satara,Brinjal,Satara:Brinjal,2014-11-01,2014,2946.0,4,2612.118430252606
Satara,Brinjal,Satara:Brinjal,2014-12-01,2014,2102.0,4,1863.772213303115
Satara,Brinjal,Satara:Brinjal,2015-01-01,2015,1507.0,1,1633.9351379663804
Satara,Brinjal,Satara:Brinjal,2015-02-01,2015,783.0,1,848.9523643182985
Satara,Brinjal,Satara:Brinjal,2015-03-01,2015,708.0,1,767.6350880425994
Satara,Brinjal,Satara:Brinjal,2015-04-01,2015,800.0,2,753.5498924504633
Satara,Brinjal,Satara:Brinjal,2015-05-01,2015,1781.0,2,1677.5904480678437
Satara,Brinjal,Satara:Brinjal,2015-06-01,2015,1371.0,2,1291.3961281869813
Satara,Brinjal,Satara:Brinjal,2015-07-01,2015,1120.0,3,1222.73472601757
Satara,Brinjal,Satara:Brinjal,2015-08-01,2015,1281.0,3,1398.5028428825958
Satara,Brinjal,Satara:Brinjal,2015-09-01,2015,948.0,3,1034.9576073791575
Satara,Brinjal,Satara:Brinjal,2015-10-01,2015,2041.0,4,1809.685579139704
Satara,Brinjal,Satara:Brinjal,2015-11-01,2015,1033.0,4,915.9261162426822
Satara,Brinjal,Satara:Brinjal,2015-12-01,2015,1979.0,4,1754.7122788424665
Satara,Brinjal,Satara:Brinjal,2016-01-01,2016,2510.0,1,2721.418179360063
Satara,Brinjal,Satara:Brinjal,2016-02-01,2016,942.0,1,1021.3449900227806
Satara,Brinjal,Satara:Brinjal,2016-03-01,2016,2204.0,1,2389.643692155211
Satara,Brinjal,Satara:Brinjal,2016-04-01,2016,1721.0,2,1621.074206134059
Satara,Brinjal,Satara:Brinjal,2016-05-01,2016,1798.0,2,1693.6033832824162
Satara,Brinjal,Satara:Brinjal,2016-06-01,2016,2483.0,2,2338.8304786931253
Satara,Brinjal,Satara:Brinjal,2016-07-01,2016,2064.0,3,2253.3254236609505
Satara,Brinjal,Satara:Brinjal,2016-08-01,2016,1900.0,3,2074.282124494092
Satara,Brinjal,Satara:Brinjal,2016-09-01,2016,1300.0,3,1419.2456641275367
